CountyCode,CountyName,DistrictCode,DistrictName,StudentGroup,ELAProf_MetTarget,MathProf_MetTarget,Grad4YR_MetTarget,Grad5YR_MetTarget,ELAGrowth_MetStandard,MathGrowth_MetStandard,ELP_MetTarget,CA_MetAverage,ChronicAbs,RequiresTargetedSupImp,Year
01,ATLANTIC,3720,NORTHFIELD CITY,Economically Disadvantaged Students,Met Target,Not Met,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
01,ATLANTIC,3720,NORTHFIELD CITY,Students with Disabilities,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,3720,NORTHFIELD CITY,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,Districtwide,Not Met,Not Met,Met Target,Met Target,Met Standard,Not Met,Met Target†,Not Met,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,White,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,Hispanic,Not Met,Not Met,Met Target,Met Goal,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,Black or African American,Not Met,Not Met,Met Target,Met Target,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,Two or More Races,Not Met,Met Target†,NA,NA,Not Met,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,Economically Disadvantaged Students,Not Met,Not Met,Met Target,Met Target,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,Students with Disabilities,Not Met,Not Met,Met Target,Met Target,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4180,PLEASANTVILLE CITY,English Learners,Met Target,Met Target†,Not Met,Met Goal,Met Standard,Not Met,Met Target†,Not Met,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,Districtwide,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,White,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4240,PORT REPUBLIC CITY,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,Districtwide,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,Met Target,Not Met,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,White,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,Hispanic,Met Target,Met Target†,NA,NA,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,Black or African American,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,Two or More Races,Met Target†,Met Target†,NA,NA,Met Standard,NA,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,Economically Disadvantaged Students,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,Students with Disabilities,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,4800,SOMERS POINT CITY,English Learners,Met Target,Met Target,NA,NA,Met Standard,Not Met,Met Target,Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,Districtwide,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,Met Target†,Not Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,White,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,Hispanic,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,Black or African American,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,Economically Disadvantaged Students,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,Students with Disabilities,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5350,VENTNOR CITY,English Learners,Met Target†,Met Target,NA,NA,Met Standard,Met Standard,Met Target†,Met,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,White,Met Target†,Met Target†,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,Economically Disadvantaged Students,Met Target†,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
01,ATLANTIC,5760,WEYMOUTH TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,Districtwide,Met Goal,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,White,Met Goal,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,Hispanic,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,Students with Disabilities,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0040,ALLENDALE BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,Districtwide,Met Goal,Met Goal,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,White,Met Goal,Met Goal,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
03,BERGEN,0080,ALPINE BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,Districtwide,Met Goal,Met Goal,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,White,Met Goal,Met Goal,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,Hispanic,Not Met,Not Met,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,Black or African American,Not Met,Met Target†,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,Two or More Races,Met Goal,Met Goal,NA,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,Economically Disadvantaged Students,Not Met,Not Met,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,Students with Disabilities,Not Met,Not Met,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,Districtwide,Met Target,Not Met,Met Goal,Met Goal,Met Standard,Not Met,Met Target,Met,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,White,Met Target,Met Target†,Not Met,Not Met,Met Standard,Not Met,NA,Met,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,Hispanic,Met Target,Not Met,Met Goal,Met Goal,Met Standard,Not Met,NA,Met,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,Black or African American,Met Target,Met Target†,Met Goal,Not Met,Met Standard,Not Met,NA,Met,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Not Met,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,Two or More Races,Met Goal,Met Target,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,Economically Disadvantaged Students,Met Target,Not Met,Met Goal,Met Goal,Met Standard,Not Met,NA,Met,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,Students with Disabilities,Not Met,Not Met,Not Met,Not Met,Not Met,Not Met,NA,Met,NA,NA,2017-18
03,BERGEN,0300,BERGENFIELD BORO,English Learners,Met Target†,Not Met,NA,NA,Exceeds Standard,Met Standard,Met Target,Met,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,Districtwide,Met Target,Met Target†,Met Target,Not Met,Met Standard,Met Standard,Met Target,Met,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,White,Met Target,Met Target†,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,Hispanic,Met Target†,Met Target†,Met Target,Not Met,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,Black or African American,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,Economically Disadvantaged Students,Met Target,Met Target,Met Target,Not Met,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,Students with Disabilities,Not Met,Not Met,NA,Not Met,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,0440,BOGOTA BORO,English Learners,NA,NA,NA,NA,NA,NA,Met Target,Met,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,Districtwide,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,Met Target†,Met,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,Hispanic,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,Black or African American,Met Target†,Met Target,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,Students with Disabilities,Met Target,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0740,CARLSTADT BORO,English Learners,Not Met,Not Met,NA,NA,Exceeds Standard,Met Standard,Met Target†,Met,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,Districtwide,Met Target,Not Met,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,White,Met Target,Not Met,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,Hispanic,Met Target,Met Target†,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,Black or African American,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,Economically Disadvantaged Students,Met Target,Met Target†,Met Goal,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,Students with Disabilities,Met Target,Not Met,NA,Met Target,NA,NA,NA,Not Met,NA,NA,2017-18
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,Districtwide,Met Target†,Met Target,Not Met,Not Met,Met Standard,Exceeds Standard,Met Target,Met,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,White,Met Target,Met Target,Not Met,Met Target,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,Hispanic,Met Target†,Met Target,Met Target,Not Met,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,Black or African American,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,Economically Disadvantaged Students,Met Target,Met Target,Met Target,Met Target,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,Students with Disabilities,Met Target,Not Met,Met Target,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,0890,CLIFFSIDE PARK BORO,English Learners,Met Target,Met Target,Not Met,Not Met,Met Standard,Exceeds Standard,Met Target,Met,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,Districtwide,Met Goal,Met Target†,NA,NA,Exceeds Standard,Exceeds Standard,Exceeds Target,Met,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,White,Met Goal,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,Hispanic,Met Target†,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,Students with Disabilities,Met Target,Met Target†,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
03,BERGEN,0930,CLOSTER BORO,English Learners,Met Target,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,Exceeds Target,Not Met,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,Districtwide,Met Goal,Met Target,Met Goal,Met Goal,Met Standard,Exceeds Standard,Exceeds Target,Met,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,White,Met Target,Met Target,Met Goal,Met Goal,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,Met Goal,Met Goal,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,Students with Disabilities,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,0990,CRESSKILL BORO,English Learners,Met Target,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,Exceeds Target,Met,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,Districtwide,Met Goal,Met Target†,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,White,Met Goal,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,Hispanic,Met Goal,Met Target,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,Students with Disabilities,Met Target,Met Target†,NA,NA,Not Met,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1070,DEMAREST BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,Districtwide,Met Target,Not Met,Met Goal,Met Goal,Met Standard,Met Standard,Met Target,Met,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,White,Met Target,Met Target†,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,Hispanic,Met Target†,Not Met,Met Goal,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,Black or African American,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,Met Goal,Met Goal,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,Economically Disadvantaged Students,Met Target,Met Target†,NA,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,Students with Disabilities,Met Target†,Not Met,Not Met,Met Goal,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
03,BERGEN,1130,DUMONT BORO,English Learners,Met Target†,Not Met,NA,NA,Exceeds Standard,Met Standard,Met Target,Met,NA,NA,2017-18
03,BERGEN,1230,EAST RUTHERFORD BORO,Districtwide,Not Met,Met Target†,NA,NA,Met Standard,Met Standard,Met Target,Met,NA,NA,2017-18
03,BERGEN,1230,EAST RUTHERFORD BORO,White,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1230,EAST RUTHERFORD BORO,Hispanic,Not Met,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1230,EAST RUTHERFORD BORO,Black or African American,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1230,EAST RUTHERFORD BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
03,BERGEN,1230,EAST RUTHERFORD BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
03,BERGEN,1230,EAST RUTHERFORD BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
